job_title,location,industry,employment_type,tone,salary_min,salary_max,currency,keywords,benefits,summary,created_at,status,uuid
AI Trainer,"Scottsdale, United States",Artificial Intelligence,Full-time,corporate,123390,246781,USD,"ai, training, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced AI Trainer in Scottsdale, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,2a86c848-333a-4c38-a38c-0eb061a32d06
Carbon Emissions Analyst,"Scottsdale, United States",Environmental Services,Full-time,corporate,109730,219462,USD,"sustainability, environment, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Carbon Emissions Analyst in Scottsdale, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,ded84037-f642-4630-9df9-99f1c4d363d7
Climate Change Analyst,"Scottsdale, United States",Environmental Services,Full-time,corporate,98410,196821,USD,"environment, climate, analytics","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Climate Change Analyst in Scottsdale, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,033da38c-84b1-4773-9e70-b99656dd897b
Cloud Architect,"Scottsdale, United States",Information Technology,Full-time,corporate,136162,272325,USD,"cloud, architecture, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cloud Architect in Scottsdale, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,e1655e94-b5de-4bd2-b921-1cab0563b5ef
Cloud Security Specialist,"Scottsdale, United States",Cybersecurity,Full-time,corporate,146434,292868,USD,"security, cloud, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Security Specialist in Scottsdale, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,19434a0d-d513-4fde-bc83-ef56cd9dd6e3
Compliance Officer,"Scottsdale, United States",Legal & Compliance,Full-time,corporate,104832,209665,USD,"compliance, legal, business","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Compliance Officer in Scottsdale, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,3af88218-193d-4ad3-be00-d8a10adf08e7
Corporate Social Responsibility Manager,"Scottsdale, United States",Corporate Social Responsibility,Full-time,corporate,118095,236192,USD,"csr, sustainability, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Corporate Social Responsibility Manager in Scottsdale, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,878bf46b-6ba4-435c-8864-7e5948e275b4
Customer Experience Designer,"Scottsdale, United States",Customer Experience,Full-time,corporate,106281,212563,USD,"customer, design, experience","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Customer Experience Designer in Scottsdale, United States with expertise in customer, design, experience.",2025-10-05T01:51:32.681653+00:00,new,34851f90-1c8c-4411-9bd6-bdf6f8a11255
Cybersecurity Analyst,"Scottsdale, United States",Cybersecurity,Full-time,corporate,140558,281116,USD,"security, cybersecurity, technology","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Cybersecurity Analyst in Scottsdale, United States with expertise in security, cybersecurity, technology.",2025-10-05T01:51:32.681653+00:00,new,fe8e3ad5-91de-4552-8b16-f497123eebc9
Data Governance Specialist,"Scottsdale, United States",Data Management,Full-time,corporate,126365,252732,USD,"data, governance, compliance","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Data Governance Specialist in Scottsdale, United States with expertise in data, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,5ac24ec8-0f2e-4503-a158-9727e6c5a666
Data Privacy Officer,"Scottsdale, United States",Data Management,Full-time,corporate,136772,273546,USD,"data, privacy, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Data Privacy Officer in Scottsdale, United States with expertise in data, privacy, compliance.",2025-10-05T01:51:32.681653+00:00,new,992def65-db11-49bd-896d-acc4e2fa607c
Digital Content Manager,"Scottsdale, United States",Marketing,Full-time,corporate,100498,200997,USD,"content, digital, marketing","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Content Manager in Scottsdale, United States with expertise in content, digital, marketing.",2025-10-05T01:51:32.681653+00:00,new,be732a68-b013-4268-b830-23968fe40390
Digital Transformation Consultant,"Scottsdale, United States",Digital Consulting,Full-time,corporate,122485,244971,USD,"digital, consulting, business","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Digital Transformation Consultant in Scottsdale, United States with expertise in digital, consulting, business.",2025-10-05T01:51:32.681653+00:00,new,bfbaf806-2fa9-45ef-a5a1-1e9b81e6e670
Diversity and Inclusion Specialist,"Scottsdale, United States",Human Resources,Full-time,corporate,112847,225696,USD,"hr, diversity, inclusion","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Diversity and Inclusion Specialist in Scottsdale, United States with expertise in hr, diversity, inclusion.",2025-10-05T01:51:32.681653+00:00,new,f7209a89-a620-4011-bda4-fd479b8ebb1c
E-commerce Specialist,"Scottsdale, United States",E-commerce,Full-time,corporate,121685,243371,USD,"ecommerce, digital, business","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced E-commerce Specialist in Scottsdale, United States with expertise in ecommerce, digital, business.",2025-10-05T01:51:32.681653+00:00,new,1ca4b594-a6fc-418c-902c-73fb126c3f83
AI Governance Specialist,"Pittsburgh, United States",Artificial Intelligence,Full-time,corporate,141659,283318,USD,"ai, governance, compliance","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced AI Governance Specialist in Pittsburgh, United States with expertise in ai, governance, compliance.",2025-10-05T01:51:32.681653+00:00,new,4d35bd2a-2204-4f68-baca-31d86713592b
AI Product Manager,"Pittsburgh, United States",Artificial Intelligence,Full-time,corporate,141922,283845,USD,"ai, product, management","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced AI Product Manager in Pittsburgh, United States with expertise in ai, product, management.",2025-10-05T01:51:32.681653+00:00,new,5fb33e2f-5a14-41f6-a35a-4a8a5d4967c7
AI Trainer,"Pittsburgh, United States",Artificial Intelligence,Full-time,corporate,137074,274149,USD,"ai, training, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced AI Trainer in Pittsburgh, United States with expertise in ai, training, technology.",2025-10-05T01:51:32.681653+00:00,new,ddfe14ac-7eea-4705-a299-9960bccf7286
Carbon Emissions Analyst,"Pittsburgh, United States",Environmental Services,Full-time,corporate,95685,191370,USD,"sustainability, environment, analytics","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Carbon Emissions Analyst in Pittsburgh, United States with expertise in sustainability, environment, analytics.",2025-10-05T01:51:32.681653+00:00,new,beed021c-7e48-4f45-9d4d-8a0f38245cd1
Climate Change Analyst,"Pittsburgh, United States",Environmental Services,Full-time,corporate,99569,199138,USD,"environment, climate, analytics","Full health insurance coverage, Pension plan contributions, Flexible work arrangements, Career advancement programs, Wellness and fitness benefits","Seeking an experienced Climate Change Analyst in Pittsburgh, United States with expertise in environment, climate, analytics.",2025-10-05T01:51:32.681653+00:00,new,5c13e8d5-6d66-4442-92cd-354af1b4535c
Cloud Architect,"Pittsburgh, United States",Information Technology,Full-time,corporate,125574,251148,USD,"cloud, architecture, technology","Comprehensive medical and dental coverage, Retirement savings plan, Flexible schedule and remote options, Professional development and certification support, Well-being and mental health initiatives","Seeking an experienced Cloud Architect in Pittsburgh, United States with expertise in cloud, architecture, technology.",2025-10-05T01:51:32.681653+00:00,new,6ee108c6-531d-4a9d-94c9-1c3e76068ca8
Cloud Security Specialist,"Pittsburgh, United States",Cybersecurity,Full-time,corporate,130788,261576,USD,"security, cloud, technology","Health and dental insurance, Retirement savings plan, Paid time off, Ongoing training and development","Seeking an experienced Cloud Security Specialist in Pittsburgh, United States with expertise in security, cloud, technology.",2025-10-05T01:51:32.681653+00:00,new,a46ee024-0ae2-489f-96e0-57e64433fb8b
Compliance Officer,"Pittsburgh, United States",Legal & Compliance,Full-time,corporate,114653,229307,USD,"compliance, legal, business","Health and wellness programs, Retirement savings plan, Flexible working hours, Professional development opportunities","Seeking an experienced Compliance Officer in Pittsburgh, United States with expertise in compliance, legal, business.",2025-10-05T01:51:32.681653+00:00,new,8f2c6b11-665f-4f18-8bb0-7772ded40a13
Corporate Social Responsibility Manager,"Pittsburgh, United States",Corporate Social Responsibility,Full-time,corporate,112905,225810,USD,"csr, sustainability, management","Medical and dental insurance, 401(k) with company matching, Flexible PTO policy, Learning and development budget, Remote work opportunities","Seeking an experienced Corporate Social Responsibility Manager in Pittsburgh, United States with expertise in csr, sustainability, management.",2025-10-05T01:51:32.681653+00:00,new,f5173c12-e72b-4b12-a79c-186150bdea11
